"","X","token","tag","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"8997",8997,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"8999",8999,"19","CARD","19","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"9001",9001,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"9002",9002,"sey","FM","sey","FM",NA,NA,NA,NA,NA,NA,NA,NA
"9004",9004,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9005",9005,"daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9006",9006,"sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom",3,"Sg","Fem",NA,NA
"9007",9007,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"9008",9008,"tödtlich","ADJD.Pos","tödtlich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9009",9009,"war","VFIN.Aux.3.Sg.Past.Ind","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Ind"
"9011",9011,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9012",9012,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"9013",9013,"daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9014",9014,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom",3,"Sg","Neut",NA,NA
"9015",9015,"nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9016",9016,"eine","PRO.Indef.Subst.Acc.Sg.Fem","eine","PRO","Indef","Subst","Acc",NA,"Sg","Fem",NA,NA
"9017",9017,"war","VFIN.Aux.3.Sg.Past.Ind","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Ind"
"9019",9019,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9022",9022,"Polemon","N.Reg.Nom.Sg.Neut","Polemon","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"9024",9024,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9027",9027,"Wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"9028",9028,"ausschweifend","ADJD.Pos","ausschweifend","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9030",9030,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9033",9033,"Wen","PRO.Inter.Subst.Acc.Sg.*","wen","PRO","Inter","Subst","Acc",NA,"Sg",NA,NA,NA
"9034",9034,"die","ART.Def.Nom.Pl.Masc","die","ART","Def",NA,"Nom",NA,"Pl","Masc",NA,NA
"9035",9035,"Götter","N.Reg.Nom.Pl.Masc","Gott","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"9036",9036,"genesen","ADJD.Pos","genesen","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9037",9037,"lassen","VFIN.Full.3.Pl.Pres.Ind","lassen","VFIN","Full",NA,NA,3,"Pl",NA,"Pres","Ind"
"9039",9039,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9040",9040,"der","PRO.Dem.Subst.Nom.Sg.Masc","die","PRO","Dem","Subst","Nom",NA,"Sg","Masc",NA,NA
"9041",9041,"kann","VFIN.Mod.3.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,3,"Sg",NA,"Pres","Ind"
"9042",9042,"das","ART.Def.Acc.Sg.Neut","die","ART","Def",NA,"Acc",NA,"Sg","Neut",NA,NA
"9043",9043,"Schwert","N.Reg.Acc.Sg.Neut","Schwert","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"9044",9044,"nochmals","ADV","nochmals","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9045",9045,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9046",9046,"das","ART.Def.Acc.Sg.Neut","die","ART","Def",NA,"Acc",NA,"Sg","Neut",NA,NA
"9047",9047,"Vaterland","N.Reg.Acc.Sg.Neut","Vaterland","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"9048",9048,"ziehen","VINF.Full","ziehen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"9050",9050,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9051",9051,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"9052",9052,"die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"9053",9053,"erste","ADJA.Pos.Acc.Sg.Fem","erst","ADJA","Pos",NA,"Acc",NA,"Sg","Fem",NA,NA
"9054",9054,"Niederlage","N.Reg.Acc.Sg.Fem","Niederlage","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"9055",9055,"verbessern","VINF.Full","verbessern","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"9057",9057,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9060",9060,"Das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"9061",9061,"wäre","VFIN.Aux.3.Sg.Past.Subj","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Subj"
"9062",9062,"grösser","ADJD.Comp","groß","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"9063",9063,"gedacht","VPP.Full.Psp","denken|gedenken","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"9064",9064,"gewesen","VPP.Aux.Psp","sein","VPP","Aux","Psp",NA,NA,NA,NA,NA,NA
"9066",9066,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9069",9069,"Aristodem","N.Name.Nom.Sg.Neut","Aristodem","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"9071",9071,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9074",9074,"Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"9075",9075,"soll","VFIN.Mod.3.Sg.Pres.Ind","sollen","VFIN","Mod",NA,NA,3,"Sg",NA,"Pres","Ind"
"9076",9076,"seine","PRO.Poss.Attr.Acc.Sg.Fem","seine","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"9077",9077,"Wunde","N.Reg.Acc.Sg.Fem","Wunde","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"9078",9078,"wieder","ADV","wieder","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9079",9079,"aufgerissen","VPP.Full.Psp","aufreißen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"9080",9080,"haben","VINF.Aux","haben","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"9082",9082,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9083",9083,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"9084",9084,"als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"9085",9085,"man","PRO.Indef.Subst.Nom.Sg.*","man","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"9086",9086,"sie","PRO.Pers.Subst.3.Acc.Pl.*","sie","PRO","Pers","Subst","Acc",3,"Pl",NA,NA,NA
"9087",9087,"wieder","ADV","wieder","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9088",9088,"verbunden","VPP.Full.Psp","verbinden","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"9090",9090,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9091",9091,"wieder","ADV","wieder","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9092",9092,"aufgerissen","VPP.Full.Psp","aufreißen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"9093",9093,"haben","VINF.Aux","haben","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"9095",9095,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9098",9098,"Man","PRO.Indef.Subst.Nom.Sg.*","man","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"9099",9099,"vermeldt","VFIN.Full.3.Sg.Pres.Ind","vermeldt","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"9101",9101,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9102",9102,"daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9103",9103,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"9104",9104,"sie","PRO.Pers.Subst.3.Acc.Sg.Fem","sie","PRO","Pers","Subst","Acc",3,"Sg","Fem",NA,NA
"9105",9105,"tödtlich","ADJD.Pos","tödtlich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9106",9106,"gemacht","VPP.Full.Psp","machen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"9107",9107,"habe","VFIN.Aux.3.Sg.Pres.Subj","haben","VFIN","Aux",NA,NA,3,"Sg",NA,"Pres","Subj"
"9109",9109,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9112",9112,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"9114",9114,"20","CARD","20","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"9116",9116,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"9117",9117,"Polemon","N.Reg.Acc.Sg.Neut","Polemon","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"9119",9119,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9122",9122,"Welche","PRO.Inter.Attr.Nom.Sg.Fem","welche","PRO","Inter","Attr","Nom",NA,"Sg","Fem",NA,NA
"9123",9123,"Raserey","N.Reg.Nom.Sg.Fem","Raserey","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"9125",9125,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9128",9128,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"9129",9129,"wußte","VFIN.Full.1.Sg.Past.Ind","wissen","VFIN","Full",NA,NA,1,"Sg",NA,"Past","Ind"
"9130",9130,"wol","ADJD.Pos","wol","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9132",9132,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9133",9133,"daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9134",9134,"ein","ART.Indef.Nom.Sg.Neut","eine","ART","Indef",NA,"Nom",NA,"Sg","Neut",NA,NA
"9135",9135,"wildes","ADJA.Pos.Nom.Sg.Neut","wild","ADJA","Pos",NA,"Nom",NA,"Sg","Neut",NA,NA
"9137",9137,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9138",9138,"ungeordnetes","ADJA.Pos.Nom.Sg.Neut","ungeordnet","ADJA","Pos",NA,"Nom",NA,"Sg","Neut",NA,NA
"9139",9139,"Feuer","N.Reg.Nom.Sg.Neut","Feuer","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"9140",9140,"in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9141",9141,"seinen","PRO.Poss.Attr.Dat.Pl.Fem","seine","PRO","Poss","Attr","Dat",NA,"Pl","Fem",NA,NA
"9142",9142,"Adern","N.Reg.Dat.Pl.Fem","Ader","N","Reg",NA,"Dat",NA,"Pl","Fem",NA,NA
"9143",9143,"tobete","VFIN.Full.3.Sg.Past.Ind","tobete","VFIN","Full",NA,NA,3,"Sg",NA,"Past","Ind"
"9145",9145,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9146",9146,"aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"9147",9147,"dergleichen","ADV","dergleichen","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9148",9148,"Wuth","ADJD.Pos","Wuth","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9149",9149,"hielte","VFIN.Full.1.Sg.Past.Subj","halten","VFIN","Full",NA,NA,1,"Sg",NA,"Past","Subj"
"9150",9150,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"9151",9151,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc",3,"Sg","Masc",NA,NA
"9152",9152,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"9153",9153,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9154",9154,"fähig","ADJD.Pos","fähig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9156",9156,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9159",9159,"O","N.Name.Nom.Sg.*","O","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"9160",9160,"Himmel","N.Reg.Nom.Sg.Masc","Himmel","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"9162",9162,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9163",9163,"wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9164",9164,"das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"9165",9165,"wäre","VFIN.Aux.3.Sg.Past.Subj","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Subj"
"9167",9167,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9168",9168,"so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9169",9169,"müßte","VFIN.Mod.3.Sg.Past.Subj","müssen","VFIN","Mod",NA,NA,3,"Sg",NA,"Past","Subj"
"9170",9170,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"9171",9171,"glauben","VINF.Full","glauben","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"9173",9173,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9174",9174,"daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9175",9175,"die","ART.Def.Nom.Pl.Masc","die","ART","Def",NA,"Nom",NA,"Pl","Masc",NA,NA
"9176",9176,"Götter","N.Reg.Nom.Pl.Masc","Gott","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"9177",9177,"es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc",3,"Sg","Neut",NA,NA
"9178",9178,"mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9179",9179,"meinem","PRO.Poss.Attr.Dat.Sg.Neut","meine","PRO","Poss","Attr","Dat",NA,"Sg","Neut",NA,NA
"9180",9180,"Reiche","N.Reg.Dat.Sg.Neut","Reich","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"9181",9181,"gütig","ADJD.Pos","gütig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9182",9182,"meynten","VFIN.Full.3.Pl.Past.Ind","meynten","VFIN","Full",NA,NA,3,"Pl",NA,"Past","Ind"
"9184",9184,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9185",9185,"wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9186",9186,"sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom",3,"Pl",NA,NA,NA
"9187",9187,"die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"9188",9188,"Sorge","N.Reg.Acc.Sg.Fem","Sorge","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"9189",9189,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9190",9190,"seine","PRO.Poss.Attr.Acc.Sg.Fem","seine","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"9191",9191,"Glükseligkeit","N.Reg.Acc.Sg.Fem","Glükseligkeit","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"9192",9192,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"9193",9193,"der","ART.Def.Gen.Sg.Fem","die","ART","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"9194",9194,"Macht","N.Reg.Gen.Sg.Fem","Macht","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"9195",9195,"dieses","PRO.Dem.Attr.Gen.Sg.Neut","diese","PRO","Gen","Attr","Gen",NA,"Sg","Neut",NA,NA
"9196",9196,"Unsinnigen","N.Reg.Gen.Sg.Neut","Unsinnige","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"9197",9197,"vertrauten","VFIN.Full.3.Pl.Past.Ind","vertrauen","VFIN","Full",NA,NA,3,"Pl",NA,"Past","Ind"
"9199",9199,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9202",9202,"Aristodem","N.Name.Nom.Sg.Neut","Aristodem","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"9204",9204,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9207",9207,"Mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"9208",9208,"Herr","N.Reg.Nom.Sg.Masc","Herr","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"9210",9210,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9211",9211,"haben","VFIN.Aux.1.Pl.Pres.Ind","haben","VFIN","Aux",NA,NA,1,"Pl",NA,"Pres","Ind"
"9212",9212,"wir","PRO.Pers.Subst.1.Nom.Pl.*","sie","PRO","Pers","Subst","Nom",1,"Pl",NA,NA,NA
"9213",9213,"Polytimeten","N.Reg.Dat.Pl.*","Polytimeten","N","Reg",NA,"Dat",NA,"Pl",NA,NA,NA
"9214",9214,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"9215",9215,"zu","PART.Deg","zu","PART","Deg",NA,NA,NA,NA,NA,NA,NA
"9216",9216,"eilfertig","ADJD.Pos","eilfertig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"9217",9217,"zurükgeschikt","VPP.Full.Psp","zurükgeschikt","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"9219",9219,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9222",9222,"Wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"9223",9223,"unser","PRO.Poss.Attr.Nom.Sg.Masc","unsre","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"9224",9224,"Prinz","N.Reg.Nom.Sg.Masc","Prinz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"9225",9225,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"9226",9226,"mehr","PRO.Indef.Subst.*.*.*","mehr","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"9227",9227,"wäre","VFIN.Aux.3.Sg.Past.Subj","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Subj"
"9229",9229,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9230",9230,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"9231",9231,"Polytimet","N.Name.Nom.Sg.*","Polytimet","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"9232",9232,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"9234",9234,"21","CARD","21","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"9236",9236,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"9237",9237,"wäre","VFIN.Aux.3.Sg.Past.Subj","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Subj"
"9238",9238,"unser","PRO.Poss.Attr.Nom.Sg.Masc","unsre","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"9239",9239,"Gefangener","N.Reg.Nom.Sg.Masc","Gefangene","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"9241",9241,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9242",9242,"so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9243",9243,"hätte","VFIN.Aux.3.Sg.Past.Subj","haben","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Subj"
"9244",9244,"das","ART.Def.Nom.Sg.Neut","die","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"9245",9245,"Glük","N.Reg.Nom.Sg.Neut","Glük","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"9246",9246,"sich","PRO.Refl.Subst.3.Acc.Pl.*","sie","PRO","Refl","Subst","Acc",3,"Pl",NA,NA,NA
"9247",9247,"erkläret","VFIN.Full.2.Pl.Pres.Subj","erklären","VFIN","Full",NA,NA,2,"Pl",NA,"Pres","Subj"
"9249",9249,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9250",9250,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9251",9251,"wen","PRO.Inter.Subst.Acc.Sg.Masc","wen","PRO","Inter","Subst","Acc",NA,"Sg","Masc",NA,NA
"9252",9252,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom",3,"Sg","Neut",NA,NA
"9253",9253,"sich","PRO.Refl.Subst.3.Acc.Sg.*","sie","PRO","Refl","Subst","Acc",3,"Sg",NA,NA,NA
"9254",9254,"erklären","VINF.Full","erklären","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"9255",9255,"sollte","VFIN.Mod.3.Sg.Past.Ind","sollen","VFIN","Mod",NA,NA,3,"Sg",NA,"Past","Ind"
"9257",9257,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9260",9260,"Dein","PRO.Poss.Attr.Nom.Sg.Neut","deine","PRO","Poss","Attr","Nom",NA,"Sg","Neut",NA,NA
"9261",9261,"Recht","N.Reg.Nom.Sg.Neut","Recht","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"9262",9262,"triumphierte","VFIN.Full.3.Sg.Past.Ind","triumphieren","VFIN","Full",NA,NA,3,"Sg",NA,"Past","Ind"
"9264",9264,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9265",9265,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"9266",9266,"könntest","VFIN.Mod.2.Sg.Past.Subj","können","VFIN","Mod",NA,NA,2,"Sg",NA,"Past","Subj"
"9267",9267,"dir","PRO.Pers.Subst.2.Dat.Sg.*","sie","PRO","Pers","Subst","Dat",2,"Sg",NA,NA,NA
"9268",9268,"dann","ADV","dann","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"9269",9269,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9270",9270,"seine","PRO.Poss.Attr.Acc.Sg.Fem","seine","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"9271",9271,"Auslösung","N.Reg.Acc.Sg.Fem","Auslösung","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"9272",9272,"alles","PRO.Indef.Subst.Acc.Sg.Neut","alle","PRO","Indef","Subst","Acc",NA,"Sg","Neut",NA,NA
"9273",9273,"bedingen","VFIN.Full.3.Pl.Pres.Ind","bedingen","VFIN","Full",NA,NA,3,"Pl",NA,"Pres","Ind"
"9275",9275,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9278",9278,"Polemon","N.Reg.Nom.Sg.Neut","Polemon","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"9280",9280,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9283",9283,"Wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"9285",9285,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9288",9288,"Aristodem","N.Reg.Nom.Sg.Neut","Aristodem","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"9289",9289,"schämt","VFIN.Full.3.Sg.Pres.Ind","schämen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"9290",9290,"sich","PRO.Refl.Subst.3.Acc.Sg.*","sie","PRO","Refl","Subst","Acc",3,"Sg",NA,NA,NA
"9291",9291,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"9292",9292,"dem","ART.Def.Dat.Sg.Masc","die","ART","Def",NA,"Dat",NA,"Sg","Masc",NA,NA
"9293",9293,"niederträchtigsten","ADJA.Sup.Dat.Sg.Masc","niederträchtig","ADJA","Sup",NA,"Dat",NA,"Sg","Masc",NA,NA
"9294",9294,"Gedanken","N.Reg.Dat.Sg.Masc","Gedanke","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"9295",9295,"nachzuhängen","VINF.Full.zu","nachhängen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"9297",9297,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"9300",9300,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"9301",9301,"sollte","VFIN.Mod.1.Sg.Past.Subj","sollen","VFIN","Mod",NA,NA,1,"Sg",NA,"Past","Subj"
"9302",9302,"Aridäus","N.Name.Acc.Sg.Masc","Aridäus","N","Name",NA,"Acc",NA,"Sg","Masc",NA,NA
"9303",9303,"durch","APPR","durch","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"9304",9304,"die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"9305",9305,"Handlung","N.Reg.Acc.Sg.Fem","Handlung","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"9306",9306,"eines","ART.Indef.Gen.Sg.Masc","eine","ART","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
